p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.47881539994336e-35	0.867284873069495	0.398	0.201	4.332473556021e-31	10	3110079O15Rik
2.81785813338102e-35	0.57939848237213	0.816	0.678	4.92505244552335e-31	10	Tmem147
8.88299023140009e-35	0.333117699773948	0.999	0.987	1.55256903264411e-30	10	Tagln2
1.83896054216118e-34	0.355460453385307	0.992	0.945	3.21413523558931e-30	10	Cd9
2.98320970759293e-34	1.23780991336269	0.247	0.105	5.21405392693092e-30	10	AW011738
4.47549134219375e-34	0.549105795832676	0.839	0.701	7.82226376788624e-30	10	Sec11c
1.52812008382333e-33	1.3920456544344	0.188	0.069	2.67084828250642e-29	10	Gm5420
1.86316479943387e-33	0.315201249336663	0.995	0.984	3.25643943645052e-29	10	Atp5b
2.55190581083731e-33	0.549012436362865	0.811	0.636	4.46022097618146e-29	10	Ddt
2.97335604675801e-33	0.480262255430604	0.881	0.726	5.19683169852366e-29	10	Selenom
3.17923910948103e-33	0.3064183183852	0.995	0.99	5.55667411555094e-29	10	Atp5e
9.44183165053773e-33	0.893575922791465	0.541	0.347	1.65024333588098e-28	10	Osbpl3
1.39894181242723e-32	0.906581163411579	0.445	0.255	2.44507049976032e-28	10	Vsig10
1.60662412700554e-32	1.20073195243117	0.212	0.084	2.80805764918028e-28	10	Ebf1
2.99672810251783e-32	0.651996201301352	0.756	0.597	5.23768137758067e-28	10	Nucb2
1.09806808411133e-31	2.14228542403044	0.139	0.045	1.91920339740978e-27	10	Gm37350
1.18702122479036e-31	1.11718495280793	0.263	0.118	2.07467569668859e-27	10	Etv1
1.85707376287452e-31	0.565731046548856	0.788	0.618	3.24579352275208e-27	10	Reep5
1.92251212226417e-31	1.16648510699528	0.312	0.155	3.36016668729331e-27	10	Kit
4.52074516560517e-31	0.618073454204501	0.521	0.307	7.90135840044472e-27	10	Angptl1
5.35960610434423e-31	1.52230653412004	0.162	0.058	9.36751954917285e-27	10	Clec1a
6.88827664495529e-31	0.309891253001056	1	0.978	1.20393299200529e-26	10	Myl12a
3.4376136913846e-30	1.67186761972663	0.131	0.042	6.008261209802e-26	10	Gm6567
3.47656751750245e-30	0.742383254119175	0.529	0.333	6.07634470709078e-26	10	Nr5a2
4.83999407621642e-30	0.676269943859308	0.596	0.39	8.45934164641106e-26	10	Tnfaip8
5.90466105592737e-30	0.816289032812812	0.51	0.325	1.03201665935499e-25	10	Casp8
1.47400633910106e-29	1.09318882826999	0.274	0.129	2.57626827948084e-25	10	Slc22a2
1.52422587732403e-29	0.551693492414104	0.758	0.579	2.66404198838693e-25	10	Ctsh
7.99805167876051e-29	1.15724229524574	0.336	0.181	1.39789947241376e-24	10	Rarres2
8.44647060887598e-29	0.571283186477467	0.69	0.489	1.47627413301934e-24	10	Prox1
9.98108704688731e-29	1.37540317834704	0.175	0.068	1.74449439405496e-24	10	Fbp1
1.09164236570769e-28	0.994690215681123	0.318	0.162	1.9079725267839e-24	10	Mical2
1.11151273493161e-28	1.35958919256362	0.178	0.07	1.94270195811347e-24	10	A230001M10Rik
8.49591637227373e-28	0.345177320739255	0.965	0.927	1.484916263546e-23	10	Ndufa7
1.2494327506517e-27	1.70156667140562	0.109	0.033	2.18375856158904e-23	10	Enpp3
1.90310430158829e-27	0.327436879238364	0.988	0.958	3.32624569831601e-23	10	Selenow
2.24101460776895e-27	0.461576925966867	0.845	0.697	3.91684533145856e-23	10	Gstt1
2.47891289486775e-27	0.638635630843701	0.641	0.457	4.33264395764985e-23	10	9130008F23Rik
3.88402737319637e-27	0.594002746477185	0.656	0.471	6.78850304287261e-23	10	Nupr1
5.26422681330962e-27	0.456847915758155	0.885	0.762	9.20081562430255e-23	10	Mif
6.97433547387424e-27	1.16651219922393	0.228	0.104	1.21897435412374e-22	10	Pbld1
1.39527983385456e-26	0.524813061733647	0.746	0.574	2.43867009361099e-22	10	Hpn
1.80947525948528e-26	1.15241520570397	0.239	0.112	3.16260085852837e-22	10	Slc5a8
2.19837162670023e-26	0.896453537197916	0.394	0.229	3.84231392914666e-22	10	Ccdc148
2.85355447752444e-26	1.20789493646226	0.223	0.102	4.98744251581722e-22	10	Kcnip4
2.88142858497936e-26	0.71672639950015	0.548	0.363	5.03616088082692e-22	10	Creb5
3.4478784084558e-26	0.818942147236284	0.412	0.242	6.02620188229905e-22	10	Spata24
4.47359504751056e-26	1.056991347925	0.247	0.117	7.81894942403895e-22	10	Stat4
4.50810185668099e-26	0.547837933562723	0.749	0.614	7.87926042510703e-22	10	Rsu1
7.67122494476574e-26	0.597011457098888	0.659	0.483	1.34077669584616e-21	10	Lsm6
8.97876060915635e-26	1.09826831978743	0.271	0.137	1.56930777926835e-21	10	Me2
3.17779681005659e-25	0.835071379184349	0.32	0.169	5.55415326461691e-21	10	Fads2
5.028870581144e-25	0.986187392917404	0.273	0.138	8.78946000172348e-21	10	Tmem97
6.63361362521588e-25	1.25701490367454	0.224	0.105	1.15942298941523e-20	10	Il1r1
6.91731961370255e-25	0.857724947638622	0.416	0.256	1.20900912208293e-20	10	Net1
7.85859355026141e-25	0.688502750450563	0.583	0.413	1.37352498071469e-20	10	Ss18l2
1.30316338132411e-24	0.479119825599723	0.773	0.631	2.27766895787828e-20	10	Rnaseh2c
1.36045807311848e-24	1.38865019942562	0.144	0.055	2.37780862019648e-20	10	Mgam
1.40110615311378e-24	0.73183156502781	0.463	0.288	2.44885333441226e-20	10	Wfdc15b
2.11370027650501e-24	0.904575344041404	0.355	0.205	3.69432534327545e-20	10	Apcs
