p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.22038459782168e-29	0.436870052900438	0.539	0.427	2.13298820007273e-25	B_big_v2	Cttnbp2
1.26483889714602e-29	0.470989206702074	0.469	0.357	2.21068542443182e-25	B_big_v2	Mbnl1
1.34716991596761e-29	0.469999722089234	0.475	0.365	2.35458357912819e-25	B_big_v2	Chmp4c
1.40814919105233e-29	0.555814942591109	0.332	0.23	2.46116315612126e-25	B_big_v2	Nipa2
1.44827355484948e-29	0.578679181070169	0.348	0.246	2.53129251916592e-25	B_big_v2	Ptch1
1.47410849284399e-29	0.646915155703427	0.313	0.216	2.57644682379272e-25	B_big_v2	Eppk1
1.57813529809047e-29	0.470357511919758	0.442	0.331	2.75826487400253e-25	B_big_v2	Nedd4l
1.58893920738619e-29	0.511060338017479	0.425	0.317	2.77714794666959e-25	B_big_v2	Hagh
1.6051074714505e-29	0.482084617261338	0.429	0.32	2.80540683860118e-25	B_big_v2	Card19
1.79144509404346e-29	0.616693804955589	0.314	0.216	3.13108773536915e-25	B_big_v2	Tnrc6c
1.82568081319585e-29	0.604517072840201	0.31	0.212	3.19092492530371e-25	B_big_v2	Tnks2
2.03820717430414e-29	0.626544058038746	0.269	0.176	3.56237849924878e-25	B_big_v2	Rybp
2.28546405346981e-29	0.540042447722085	0.372	0.268	3.99453407265454e-25	B_big_v2	Apc
2.34248275520815e-29	0.592518160871232	0.315	0.216	4.09419135955281e-25	B_big_v2	Zmynd8
2.38021581206061e-29	0.643799540781948	0.28	0.186	4.16014119631953e-25	B_big_v2	Agap1
2.5898517894305e-29	0.486168740771995	0.405	0.295	4.52654295756664e-25	B_big_v2	Mycbp2
2.77266508974059e-29	0.677913374504685	0.256	0.166	4.8460640438486e-25	B_big_v2	Rnf168
2.78760322894977e-29	0.586589930328029	0.333	0.233	4.8721729235584e-25	B_big_v2	Ripk4
3.01112046343168e-29	0.491203887281617	0.433	0.326	5.26283634598589e-25	B_big_v2	Suco
4.25499823344387e-29	0.500652849792001	0.423	0.316	7.4368859124132e-25	B_big_v2	Pik3r1
4.78649225790327e-29	0.619232812930952	0.299	0.203	8.36583116836334e-25	B_big_v2	Map2k3
4.94990182605126e-29	0.485883313639268	0.46	0.354	8.6514384115724e-25	B_big_v2	Sf1
5.12910537418251e-29	0.585758692840811	0.334	0.234	8.96465037299619e-25	B_big_v2	9930021J03Rik
5.35897104833526e-29	0.498624867616316	0.451	0.341	9.36640959828037e-25	B_big_v2	Zyx
5.54281575156108e-29	0.564352080073353	0.36	0.259	9.68773337057846e-25	B_big_v2	Tcf12
6.08557931219133e-29	0.334733617292174	0.638	0.521	1.0636375521848e-24	B_big_v2	Vps4b
6.97369402565556e-29	0.440356311745945	0.464	0.353	1.21886224180408e-24	B_big_v2	Glis3
7.5307492895123e-29	0.496667232668535	0.472	0.368	1.31622436082096e-24	B_big_v2	Chd2
7.80926263802351e-29	0.551824968219405	0.354	0.251	1.36490292387375e-24	B_big_v2	Efnb1
8.36454648530606e-29	0.286766595879884	0.77	0.666	1.46195543470179e-24	B_big_v2	P4hb
8.68826029659715e-29	0.496575551990309	0.414	0.309	1.51853413463925e-24	B_big_v2	Prpf6
9.94072699641614e-29	0.5523929023879	0.354	0.252	1.73744026443361e-24	B_big_v2	Trpc4ap
1.01053946340572e-28	0.349249850434059	0.559	0.439	1.76622087414051e-24	B_big_v2	Ypel3
1.01477895973e-28	0.663270244167415	0.279	0.187	1.77363066581609e-24	B_big_v2	Tmem132a
1.0536253142789e-28	0.379116939946209	0.598	0.487	1.84152632429667e-24	B_big_v2	Fermt2
1.11260991259545e-28	0.488777690216126	0.432	0.327	1.94461960523432e-24	B_big_v2	Hnrnpul1
1.16647157840796e-28	0.607053524342638	0.297	0.202	2.03875902474142e-24	B_big_v2	Ezh2
1.42129904567823e-28	0.590304144905616	0.304	0.208	2.48414647203641e-24	B_big_v2	Med13
1.45994639769064e-28	0.586800206075043	0.315	0.218	2.5516943138837e-24	B_big_v2	Vwa5a
